ID,HousePrice,yhat,delta
3314,357001.0,317730.68160980206,39270.318390197936
3744,204498.0,224537.28449130617,-20039.28449130617
5128,346301.0,348038.07411785057,-1737.0741178505705
8075,467567.0,500779.0174993178,-33212.01749931782
1626,722563.0,495440.5846326315,227122.4153673685
5519,547190.0,661481.5677073203,-114291.56770732033
5771,309847.0,310550.48409141717,-703.4840914171655
1845,361572.0,292972.61357139144,68599.38642860856
3905,173822.0,198822.96684345067,-25000.966843450675
3335,315375.0,294000.7889939373,21374.211006062687
1027,153949.0,149949.79327695534,3999.2067230446555
8618,225252.0,184473.11250397057,40778.887496029434
7935,121715.0,125480.60847885016,-3765.608478850161
4478,543538.0,530295.1734347219,13242.826565278112
2515,338222.0,379112.0105930249,-40890.0105930249
3447,159984.0,207905.65659826287,-47921.65659826287
3961,260012.0,307037.33788987435,-47025.337889874354
268,92160.0,103867.35095876527,-11707.350958765266
2075,244701.0,347106.5991173398,-102405.59911733982
5778,397709.0,320338.4316043343,77370.56839566567
4947,246083.0,309295.401908348,-63212.40190834802
2216,308541.0,395211.84400090616,-86670.84400090616
8493,483930.0,532347.909289743,-48417.90928974305
4607,390569.0,351020.5971948025,39548.40280519752
2396,136502.0,162244.4887171997,-25742.48871719971
7620,303201.0,278092.7807001369,25108.219299863093
4459,443205.0,484239.61230997666,-41034.612309976656
8289,91960.0,102294.0775406558,-10334.077540655795
163,354225.0,294044.1970851759,60180.802914824104
8805,358049.0,320916.5010565056,37132.4989434944
552,237726.0,242246.6983077743,-4520.698307774292
4382,278715.0,260358.1346139961,18356.86538600389
7172,380327.0,364550.824878883,15776.175121116976
9230,268497.0,242860.36643434566,25636.633565654338
2488,175443.0,187796.6504487152,-12353.650448715198
3146,234366.0,239121.18097177107,-4755.180971771071
7483,131104.0,150609.00153866396,-19505.001538663957
5621,70388.0,307433.88646551035,-237045.88646551035
9061,136715.0,144194.71876436338,-7479.718764363381
4088,300611.0,272716.9795339458,27894.020466054208
6314,84167.0,86505.47826132794,-2338.4782613279385
6731,235395.0,258214.87038191146,-22819.87038191146
5398,102631.0,107022.23944493952,-4391.2394449395215
5919,283927.0,317357.8778175093,-33430.87781750929
2968,218429.0,239920.34087540998,-21491.34087540998
8672,227943.0,222186.85822213034,5756.141777869663
7664,234858.0,272464.9781379322,-37606.978137932194
6624,304836.0,261739.76243663472,43096.237563365285
4709,201634.0,233239.65313115262,-31605.65313115262
677,362552.0,376496.1478535029,-13944.147853502887
7094,535201.0,448260.3205997445,86940.6794002555
7284,320779.0,330822.08374065266,-10043.083740652655
6367,199533.0,196636.26020973924,2896.7397902607627
1828,159227.0,179574.8943197786,-20347.8943197786
1058,560275.0,634478.0617885487,-74203.06178854872
3365,277449.0,331102.0397713399,-53653.039771339914
7245,462874.0,520203.6727509529,-57329.67275095289
2788,527478.0,525577.1252964761,1900.8747035239358
7362,200722.0,213889.6531786838,-13167.653178683802
7244,143531.0,146893.35187311293,-3362.3518731129298
3596,137796.0,123416.87294832568,14379.127051674324
3633,174855.0,213510.9187129298,-38655.91871292979
1139,379752.0,317743.76643074123,62008.233569258766
9226,265919.0,275003.0470765308,-9084.047076530813
1449,324651.0,297135.10848809587,27515.891511904134
8239,372556.0,370654.1479615432,1901.8520384568255
7398,485423.0,400301.6947584107,85121.30524158932
6009,469064.0,387251.96998550853,81812.03001449147
6862,147590.0,153119.52172029205,-5529.521720292047
8022,591995.0,557658.345130132,34336.654869867954
5340,202187.0,259694.12792802893,-57507.12792802893
4740,101356.0,67465.57074945785,33890.42925054215
4124,421334.0,410720.45385357656,10613.54614642344
8689,375529.0,413027.81555296003,-37498.81555296003
7436,485696.0,443349.03464199376,42346.965358006244
148,349625.0,324707.3108949419,24917.68910505809
1337,394795.0,464403.4294192958,-69608.4294192958
248,168700.0,236836.904598763,-68136.90459876301
6511,241135.0,291438.71664137085,-50303.71664137085
7954,278652.0,342726.1166763195,-64074.11667631951
8966,275214.0,341919.7182693769,-66705.7182693769
7103,148164.0,142277.1871805035,5886.812819496496
5965,146498.0,174686.5412178795,-28188.54121787951
7594,389110.0,390798.61685946566,-1688.6168594656629
4630,316268.0,240680.685529269,75587.31447073101
6647,376661.0,416270.12122854625,-39609.12122854625
8950,581957.0,575583.3482887528,6373.651711247163
1972,440137.0,480353.1111714784,-40216.111171478406
4544,659242.0,634733.9378326955,24508.06216730445
4649,495329.0,445071.6448147442,50257.355185255816
7831,244309.0,282765.8889471157,-38456.88894711569
1300,328926.0,311894.3856294999,17031.614370500087
4669,223949.0,209115.9595837666,14833.040416233387
1109,315621.0,345384.86145209975,-29763.86145209975
3159,533715.0,450986.8782659976,82728.12173400237
4879,410501.0,344073.86774312094,66427.13225687906
6116,200271.0,241720.72244490436,-41449.72244490436
4057,199761.0,303239.03526411933,-103478.03526411933
1119,316771.0,257135.9315191826,59635.0684808174
5062,566477.0,541809.5901569464,24667.409843053552
7173,702603.0,660863.698257005,41739.30174299504
1663,392937.0,415547.3918111254,-22610.391811125388
7128,292612.0,364900.01998938184,-72288.01998938184
7797,306118.0,337577.94801216136,-31459.94801216136
5290,178950.0,131419.79021967459,47530.209780325415
2046,356896.0,389538.582491475,-32642.582491474983
7851,340545.0,354085.35043897294,-13540.350438972935
6291,165087.0,183763.30098044267,-18676.30098044267
2677,295578.0,507988.4846270212,-212410.4846270212
7444,271625.0,262927.72603607114,8697.273963928863
7274,338312.0,374501.4551487013,-36189.45514870132
5525,641302.0,655510.0499979635,-14208.049997963477
2992,235445.0,245386.7146537517,-9941.714653751696
8999,635998.0,594847.9721343707,41150.027865629294
1564,430694.0,491375.1320392115,-60681.132039211516
6816,387211.0,425480.245888097,-38269.24588809698
8287,354995.0,354485.5617400677,509.43825993232895
8473,498522.0,427131.4148059369,71390.58519406308
7497,242685.0,187629.8629505387,55055.13704946131
7491,320397.0,273953.41915363306,46443.58084636694
3196,499879.0,397145.62406554015,102733.37593445985
5608,406113.0,395846.91326024017,10266.086739759834
8263,174763.0,170539.62702887383,4223.372971126169
3203,254224.0,191353.25041518055,62870.74958481945
3032,260426.0,279861.1392532898,-19435.139253289788
1827,424742.0,555777.2116245716,-131035.21162457159
4536,393828.0,385013.82758290233,8814.172417097667
4643,221455.0,324678.91951650754,-103223.91951650754
7601,289523.0,258469.8273281928,31053.172671807202
8011,435406.0,419191.3909595048,16214.609040495183
2,277232.0,281371.98294533486,-4139.982945334865
8101,141618.0,157187.86851101473,-15569.868511014734
7446,396053.0,451274.2090475099,-55221.20904750988
9168,365412.0,321246.09000650287,44165.90999349713
8816,479899.0,426720.0590297378,53178.94097026222
8422,384977.0,517151.8735232947,-132174.8735232947
4729,120479.0,115833.37178838877,4645.628211611227
2879,214066.0,229887.78670969175,-15821.786709691747
2308,592384.0,583947.2561287576,8436.74387124239
9014,310368.0,274593.9475357119,35774.05246428808
4414,292450.0,281426.7471060396,11023.252893960394
3284,343528.0,382941.7217011819,-39413.7217011819
6669,243620.0,263950.16983420437,-20330.169834204367
1065,201888.0,155990.12343915147,45897.87656084853
4926,554031.0,622066.1167651732,-68035.11676517315
9030,290852.0,271827.6924516951,19024.307548304903
7561,169913.0,177463.43461757211,-7550.434617572115
2366,426717.0,435605.1320214205,-8888.132021420519
7801,243457.0,265141.8967187061,-21684.89671870612
4645,313689.0,299688.0732282786,14000.926771721395
581,390907.0,408942.9610613446,-18035.9610613446
2942,566948.0,515550.7492829083,51397.25071709172
4806,199850.0,196702.67001163465,3147.3299883653526
1524,603101.0,499467.942327456,103633.05767254398
511,216835.0,202734.7856223043,14100.214377695695
690,346538.0,305160.16827446804,41377.831725531956
6029,291632.0,292350.77426741767,-718.7742674176698
6239,348156.0,325349.25554701156,22806.744452988438
3759,554177.0,514494.87266230927,39682.127337690734
7527,675269.0,599468.0318633276,75800.9681366724
6724,115366.0,106370.94320177482,8995.056798225181
4676,184882.0,204690.28062224528,-19808.28062224528
7830,730476.0,592814.6270491169,137661.37295088312
4372,82173.0,185383.9399085168,-103210.9399085168
2856,416310.0,357691.105483406,58618.89451659401
3968,83898.0,110652.45953913883,-26754.45953913883
6512,198793.0,236133.6928095458,-37340.69280954581
7925,359882.0,341676.4319843585,18205.568015641475
193,709843.0,590823.6183599293,119019.3816400707
8031,191020.0,218486.79063561148,-27466.790635611484
8619,382224.0,312362.9409657698,69861.05903423019
7982,291794.0,349000.2651128844,-57206.2651128844
9037,381345.0,435177.1731868617,-53832.17318686168
82,144263.0,133787.8504013649,10475.149598635093
5224,220182.0,190594.90143684225,29587.09856315775
6541,229875.0,255542.36145962906,-25667.361459629057
4355,622852.0,608585.7554967066,14266.24450329342
7764,157118.0,103404.7272380875,53713.27276191251
1271,75638.0,95934.30997813148,-20296.30997813148
9194,220033.0,269717.25794953486,-49684.25794953486
9153,246076.0,245237.94412568584,838.0558743141592
6,324167.0,380684.7185723179,-56517.718572317914
3839,184858.0,165179.9963336394,19678.0036663606
1669,118410.0,93583.11344176992,24826.88655823008
9296,165100.0,123532.08674410351,41567.91325589649
8459,854125.0,599766.0441423107,254358.95585768926
692,417576.0,384276.27970306115,33299.720296938845
3263,510484.0,373834.03395964956,136649.96604035044
579,367187.0,438600.46665131865,-71413.46665131865
1599,249900.0,271429.0219895963,-21529.02198959631
4276,184823.0,201455.0937771207,-16632.093777120695
8487,350133.0,367563.73097771395,-17430.730977713945
5073,415997.0,436458.27592820826,-20461.275928208255
3397,361774.0,362473.6853064386,-699.6853064385941
7331,326106.0,315649.24169519386,10456.758304806135
362,310530.0,476207.96870999166,-165677.96870999166
1720,425828.0,463082.71550153923,-37254.715501539235
1523,441530.0,358851.84425931977,82678.15574068023
6136,307363.0,302477.130407004,4885.869592996023
1401,180373.0,189949.0379121845,-9576.037912184489
1489,253935.0,249710.94606534063,4224.053934659372
1032,366016.0,378488.62863516517,-12472.628635165165
6139,587722.0,477935.9679243787,109786.0320756213
7604,283546.0,303530.15780710976,-19984.15780710976
3694,227639.0,199367.45519889827,28271.54480110173
1621,166588.0,230802.41459165508,-64214.41459165508
1600,352844.0,311112.2163007175,41731.7836992825
3673,186486.0,233705.79149566323,-47219.79149566323
5300,530722.0,490937.69913116895,39784.30086883105
7256,528076.0,513457.5688633206,14618.431136679428
9133,53714.0,124710.45598805348,-70996.45598805348
226,331160.0,330420.9368036196,739.0631963803899
7941,235734.0,237651.643801011,-1917.6438010109996
5045,406033.0,356937.69193374604,49095.30806625396
5445,276949.0,266961.18413509004,9987.815864909964
2098,241736.0,249775.6864239383,-8039.686423938314
7886,175213.0,193861.5192964006,-18648.5192964006
5087,445506.0,531601.551850446,-86095.55185044603
7584,356585.0,357593.9553714976,-1008.9553714976064
5948,185960.0,278776.38097770425,-92816.38097770425
3609,420575.0,401693.90616913355,18881.093830866448
3842,497126.0,488010.8296926138,9115.1703073862
7317,358459.0,344373.86166239687,14085.13833760313
8602,370779.0,339061.3809726973,31717.619027302717
754,240901.0,237586.581505136,3314.4184948639886
1664,302303.0,316155.3283497586,-13852.32834975858
669,265448.0,253042.88622397653,12405.11377602347
7136,400493.0,445599.6571641134,-45106.65716411342
8194,406954.0,417235.02913456317,-10281.02913456317
987,300199.0,348645.4372487404,-48446.4372487404
8779,260062.0,305426.3999360313,-45364.39993603132
1487,337848.0,277120.59452768124,60727.40547231876
1342,505372.0,500733.2339672834,4638.766032716609
6100,580351.0,582814.5665853685,-2463.566585368477
3246,257541.0,278939.32207429374,-21398.32207429374
1757,796568.0,673671.4010758224,122896.59892417758
1356,243496.0,278284.8765079061,-34788.87650790613
8809,375298.0,291394.57914795727,83903.42085204273
7588,113878.0,120265.05681033696,-6387.056810336959
4027,316804.0,354303.3295258104,-37499.329525810375
2268,280805.0,440253.64881875453,-159448.64881875453
3637,486774.0,394730.05791089317,92043.94208910683
5470,250196.0,306915.4383401428,-56719.43834014278
1797,392862.0,382940.1455916554,9921.854408344603
4856,518244.0,549669.1976784734,-31425.19767847343
6362,539034.0,489893.85523212736,49140.14476787264
7191,404804.0,405998.9346189258,-1194.9346189257922
1179,186489.0,207516.60552873282,-21027.60552873282
941,156491.0,216209.7032273136,-59718.703227313614
5148,216366.0,227220.3416785618,-10854.341678561788
6175,329702.0,348927.47329108877,-19225.47329108877
5641,178184.0,181679.83711772907,-3495.8371177290683
8605,406981.0,340233.0541503042,66747.94584969583
7907,65825.0,101103.7393250689,-35278.739325068906
3939,178447.0,160680.3394068367,17766.66059316331
5713,530777.0,504477.58974499145,26299.41025500855
6514,262408.0,250995.6186052451,11412.381394754892
8261,417515.0,502243.67827419384,-84728.67827419384
5577,588046.0,544867.2426488848,43178.75735111523
5562,422688.0,354721.64236717747,67966.35763282253
396,245521.0,184799.2347204014,60721.76527959859
8005,210860.0,222016.75084366847,-11156.750843668473
6779,518549.0,503676.6588117542,14872.341188245802
9154,79257.0,91292.1814390634,-12035.181439063395
5288,195783.0,227354.10350763556,-31571.103507635562
5465,550569.0,534416.3613727186,16152.638627281412
8281,182330.0,173093.59864307792,9236.401356922084
6263,328061.0,364623.5319205444,-36562.531920544396
4093,371540.0,440337.7814174531,-68797.78141745308
7672,289937.0,334514.0746463318,-44577.07464633178
8131,253290.0,242054.49488478477,11235.50511521523
5741,152902.0,121933.71343981507,30968.286560184933
3915,396319.0,391451.5627790531,4867.437220946886
8914,353146.0,368868.72947428515,-15722.729474285152
8725,392785.0,416965.64339125383,-24180.643391253834
7998,254412.0,230999.3775556872,23412.622444312787
5367,334118.0,247381.32685999654,86736.67314000346
3338,205986.0,197534.48785847335,8451.512141526648
4504,350007.0,329305.1584592705,20701.84154072951
6640,362333.0,348996.4383353065,13336.561664693523
7521,223276.0,230918.63603911563,-7642.636039115634
3708,348760.0,357606.9794166392,-8846.979416639195
6931,100301.0,115611.33647687185,-15310.336476871846
1514,554205.0,471403.202256418,82801.79774358199
8324,392126.0,439835.1510085502,-47709.151008550194
7791,276073.0,324021.75948173046,-47948.75948173046
3954,534431.0,530300.7990563691,4130.200943630887
716,274055.0,284001.6117944921,-9946.611794492113
7305,213580.0,246567.88845023984,-32987.88845023984
8419,284317.0,302643.06955158105,-18326.06955158105
341,314483.0,311210.03574176296,3272.9642582370434
1527,287881.0,269242.8522170466,18638.147782953398
8730,344276.0,365914.0965200743,-21638.096520074294
8255,196051.0,203841.63669364035,-7790.63669364035
3783,151477.0,167827.34036655462,-16350.340366554621
1151,416685.0,476855.8297934725,-60170.82979347248
8198,131559.0,163433.9682456716,-31874.968245671596
4722,519999.0,510151.26579915354,9847.734200846462
643,202552.0,271524.43075276306,-68972.43075276306
7565,108289.0,100692.98052450347,7596.019475496534
8132,197771.0,249009.0296363307,-51238.0296363307
855,329077.0,324076.30853551446,5000.691464485542
729,167895.0,164543.3269227015,3351.673077298503
2969,737500.0,786360.6227739397,-48860.622773939744
2632,521113.0,536671.3030575184,-15558.303057518438
1802,342322.0,314735.2317637856,27586.76823621441
7033,195465.0,183865.1863624468,11599.81363755319
9351,420246.0,319255.83645542245,100990.16354457755
6997,597479.0,510392.9300027953,87086.0699972047
1460,399315.0,332306.3614335094,67008.63856649061
5782,435183.0,411517.383967257,23665.61603274301
4253,328942.0,353433.26416157716,-24491.264161577157
4768,284079.0,479985.454193553,-195906.454193553
3660,333731.0,375422.647374978,-41691.647374978
8429,414619.0,426064.92596682394,-11445.92596682394
2907,449066.0,621230.1532267034,-172164.1532267034
135,579961.0,569193.138542872,10767.861457127961
2451,360023.0,332683.50809815555,27339.49190184445
212,285541.0,283080.984394056,2460.015605943976
7724,217449.0,250294.62816566773,-32845.62816566773
4110,260346.0,282446.2200402509,-22100.22004025092
5377,501319.0,428032.50886476046,73286.49113523954
2502,277450.0,289666.00793835183,-12216.007938351831
4239,637080.0,610371.9146292835,26708.085370716522
5078,327839.0,275887.08306298737,51951.91693701263
387,228911.0,196263.14911557172,32647.850884428277
498,328353.0,330452.1909336163,-2099.190933616308
6452,374930.0,360105.88261297694,14824.117387023056
3300,170474.0,188268.36377570027,-17794.363775700273
8594,108544.0,103766.2440174564,4777.755982543604
554,538548.0,433325.2059369795,105222.7940630205
5913,325469.0,355600.16952194396,-30131.169521943957
6170,100164.0,118704.32594798836,-18540.325947988356
6208,320416.0,349908.6970161526,-29492.69701615261
5171,238980.0,215442.02280303507,23537.97719696493
5750,555869.0,455208.20779958635,100660.79220041365
6195,328002.0,326730.84694105224,1271.1530589477625
4231,131042.0,129053.6389885225,1988.3610114774929
7860,217275.0,222833.83934351444,-5558.839343514439
8710,269621.0,321769.386877959,-52148.38687795901
2102,298848.0,287078.8609674893,11769.139032510691
8322,649672.0,537811.9127644703,111860.08723552967
6968,323426.0,367619.8768956701,-44193.87689567008
5898,226260.0,195072.8316815964,31187.168318403594
2659,397840.0,358579.07517423976,39260.924825760245
2055,113768.0,262992.3387874909,-149224.3387874909
5930,309801.0,312280.34457890625,-2479.3445789062534
7107,160851.0,155764.34431153352,5086.655688466475
7843,350658.0,351196.4683527102,-538.4683527101879
1351,256856.0,278718.49688664614,-21862.496886646142
1889,392019.0,436461.53079103294,-44442.53079103294
7581,167684.0,235812.95575827442,-68128.95575827442
4939,161089.0,192465.74896603837,-31376.748966038373
623,391210.0,392153.7030816234,-943.7030816234183
8789,285418.0,238371.3973007248,47046.60269927519
8349,214564.0,209507.35395190987,5056.64604809013
7647,531916.0,550198.3018418029,-18282.301841802895
1277,166416.0,147067.74910906132,19348.25089093868
7544,246801.0,286396.0020084255,-39595.00200842548
4909,303159.0,298912.02797519637,4246.972024803632
679,431434.0,393391.5875389064,38042.41246109363
3736,91215.0,195810.95919098862,-104595.95919098862
3476,366329.0,305397.11699244916,60931.883007550845
518,371193.0,332406.2485014367,38786.75149856327
5806,538931.0,480782.46651167097,58148.533488329034
7168,187953.0,211580.11249882902,-23627.112498829025
6471,156334.0,146749.0282269063,9584.971773093712
3896,352739.0,354648.6568428082,-1909.656842808181
1,547714.0,571657.6764409567,-23943.676440956653
5880,291789.0,288009.64016115374,3779.359838846256
1165,143500.0,223915.9731969778,-80415.97319697781
3688,574621.0,573672.0228691151,948.9771308848867
803,363724.0,337818.3349980405,25905.66500195948
4284,152403.0,183234.65382275055,-30831.65382275055
3130,173003.0,236653.96754241455,-63650.96754241455
8298,224509.0,234363.23585754292,-9854.235857542924
583,224102.0,259557.56158972046,-35455.561589720455
71,491488.0,464366.62321286544,27121.376787134563
1697,329422.0,347400.02444051637,-17978.02444051637
8801,226648.0,253052.03723734157,-26404.037237341574
278,354612.0,291081.1090171122,63530.890982887824
7655,522689.0,524167.85948352545,-1478.859483525448
346,199113.0,204650.97234616446,-5537.972346164461
5116,295637.0,328341.5184021854,-32704.518402185407
5457,156774.0,170679.1429229662,-13905.142922966188
1111,286891.0,379028.7692759251,-92137.76927592512
5622,154093.0,183056.89448413852,-28963.894484138524
104,138956.0,117354.39531393137,21601.604686068633
7698,301127.0,400853.2726938877,-99726.2726938877
6210,275910.0,266547.9109550595,9362.089044940483
1303,477286.0,418176.01062983915,59109.98937016085
5697,543176.0,491700.01332766144,51475.986672338564
1366,483578.0,418687.4163780844,64890.583621915604
5696,616686.0,614295.1808635171,2390.8191364828963
407,239788.0,241299.16426967693,-1511.1642696769268
6373,78345.0,104167.040453888,-25822.040453887996
3676,341641.0,324580.03841886605,17060.961581133946
7765,468097.0,424957.44110493007,43139.55889506993
8856,309249.0,313944.2036592287,-4695.2036592286895
2857,418356.0,401518.587319344,16837.41268065601
3282,386107.0,577882.4283717654,-191775.42837176542
8441,390562.0,354651.60691403795,35910.393085962045
7007,334479.0,305266.8778520229,29212.12214797712
5298,172858.0,186448.4289942213,-13590.428994221293
7072,272000.0,356334.0488694756,-84334.0488694756
3096,391488.0,374123.64623907604,17364.353760923957
5598,161913.0,142401.02630289525,19511.973697104753
1788,495784.0,401449.49325809965,94334.50674190035
2485,232722.0,287470.36139993015,-54748.361399930145
4590,534975.0,437988.6841106288,96986.31588937121
949,446985.0,360313.21756269806,86671.78243730194
2134,255222.0,252247.5877387678,2974.41226123221
8706,148730.0,206445.4978941332,-57715.49789413321
7745,779760.0,570913.552286687,208846.44771331304
3970,203095.0,175439.69869317993,27655.301306820067
7645,408431.0,414526.32976524194,-6095.329765241942
5591,195756.0,212427.75802981324,-16671.758029813238
781,410016.0,433586.07317056117,-23570.07317056117
7714,149275.0,91774.91150899488,57500.088491005125
4805,257224.0,303225.82736530236,-46001.827365302364
8762,498272.0,479164.8309415283,19107.169058471685
1132,416767.0,413981.4327526239,2785.5672473760787
3252,563583.0,430070.18975788064,133512.81024211936
5588,343488.0,319956.3080419069,23531.691958093084
6294,328156.0,259031.14253882115,69124.85746117885
3493,202968.0,251172.54460418745,-48204.54460418745
1390,263068.0,325968.72051692917,-62900.72051692917
6792,333478.0,348223.5534787132,-14745.553478713206
5862,321620.0,407066.25824804476,-85446.25824804476
5217,162289.0,192078.70293464055,-29789.702934640547
3437,327665.0,262169.4436091671,65495.55639083288
3838,799710.0,755582.764166887,44127.235833112965
1444,215828.0,232323.34751030957,-16495.34751030957
786,191656.0,268630.87699257873,-76974.87699257873
475,349485.0,316756.6347223196,32728.365277680394
8603,431655.0,388280.1929308871,43374.807069112896
1241,139589.0,162812.73764145342,-23223.737641453423
586,115022.0,94546.01124987067,20475.988750129327
4143,341666.0,349605.75046501704,-7939.750465017045
2834,165522.0,154640.22472350104,10881.775276498956
1281,232219.0,228890.97638145371,3328.0236185462854
5335,297803.0,323107.8702246644,-25304.870224664395
1772,386630.0,388781.1952535267,-2151.1952535266755
6518,147702.0,159172.60609905195,-11470.606099051947
910,513958.0,500969.5887898783,12988.411210121703
5201,228720.0,215029.40482642333,13690.595173576672
4245,119418.0,103037.55330880992,16380.446691190082
3024,342334.0,301589.7715024415,40744.228497558506
609,245381.0,214458.1085235284,30922.89147647159
4430,129765.0,134809.31793207428,-5044.317932074278
4034,121520.0,113622.7803129888,7897.219687011195
5561,177190.0,203194.09625973646,-26004.096259736456
9011,454980.0,395138.6299295273,59841.37007047271
3618,368759.0,298431.10372026125,70327.89627973875
2017,285875.0,245145.947806801,40729.05219319899
6894,503036.0,428624.2204283371,74411.77957166289
2202,362437.0,270173.78470426385,92263.21529573615
55,130584.0,152095.27116452326,-21511.271164523263
541,352973.0,381269.84426869295,-28296.84426869295
6882,343624.0,387365.1008409888,-43741.1008409888
6714,296728.0,273029.11983979563,23698.880160204368
5109,431390.0,380681.7810214625,50708.21897853748
688,528334.0,462714.2189347016,65619.78106529842
260,157326.0,173338.70989356327,-16012.709893563268
1493,329066.0,372127.3923651096,-43061.39236510958
1515,274626.0,360283.5507605484,-85657.55076054839
7887,130469.0,167354.563308509,-36885.56330850901
845,397756.0,330845.43479737156,66910.56520262844
6172,318406.0,388580.54846735817,-70174.54846735817
2654,546376.0,530540.9534298668,15835.046570133185
7554,249022.0,288970.1311921008,-39948.13119210082
6335,236314.0,236156.5296740577,157.47032594229677
8727,126778.0,105441.35706046948,21336.642939530517
2888,352071.0,414732.93487032276,-62661.93487032276
8733,116008.0,136345.0083020943,-20337.0083020943
4117,251415.0,210602.13943790973,40812.86056209027
1293,294570.0,338881.2225369461,-44311.22253694612
1860,607844.0,590911.0423065401,16932.95769345993
3192,287659.0,262083.78205143864,25575.21794856136
383,294633.0,349008.71813240554,-54375.71813240554
696,147455.0,146368.60688178617,1086.393118213833
1552,365707.0,400039.67357445846,-34332.67357445846
3301,155565.0,193156.97008867905,-37591.97008867905
2189,385454.0,385420.4541930254,33.545806974580046
3674,92307.0,100023.04306035953,-7716.0430603595305
3895,175215.0,155501.32132151249,19713.678678487515
5497,409516.0,322191.26070429175,87324.73929570825
5093,104945.0,153283.8538115381,-48338.85381153811
9104,617566.0,611233.7667197203,6332.233280279674
6633,526574.0,570080.5932863606,-43506.593286360614
8564,293019.0,335501.68067643925,-42482.68067643925
6775,628490.0,439080.14856834436,189409.85143165564
5051,450801.0,379435.7996004062,71365.2003995938
2713,288095.0,252917.18866618336,35177.811333816644
4367,526483.0,471282.90888931585,55200.09111068415
4852,150609.0,177461.35783355616,-26852.35783355616
5653,209016.0,229743.33119672874,-20727.331196728745
4558,326331.0,371954.7227728367,-45623.722772836685
2354,718794.0,704250.7367429489,14543.26325705112
464,183660.0,243951.6196069471,-60291.61960694709
2660,457977.0,514539.7768565567,-56562.77685655671
8331,261685.0,302448.7367084779,-40763.736708477896
7097,165351.0,253157.3752074415,-87806.37520744151
9126,249524.0,236416.98281148722,13107.017188512778
8119,213760.0,237672.40616188076,-23912.40616188076
463,623503.0,590398.5203848031,33104.479615196935
7223,314596.0,363710.86388267716,-49114.863882677164
8541,198036.0,170718.4085625722,27317.591437427793
8080,132362.0,158157.55012474692,-25795.550124746922
1213,125257.0,152507.47230694696,-27250.472306946962
1328,145027.0,173607.05458798786,-28580.054587987863
7622,293971.0,294446.7716564025,-475.77165640250314
7487,196440.0,178414.28375574105,18025.716244258947
4530,188048.0,220176.43580635553,-32128.435806355526
738,213142.0,249296.5918660826,-36154.5918660826
2507,240943.0,189445.59807525965,51497.40192474035
316,279529.0,261117.2886663641,18411.711333635903
1066,152119.0,153710.8123941555,-1591.8123941555095
6065,404531.0,441014.39180885104,-36483.39180885104
2042,314563.0,345829.8209723227,-31266.82097232272
7785,364001.0,375814.12689042016,-11813.126890420157
2590,131195.0,154599.9187620541,-23404.91876205409
